Source,Target
Я замужем.,I'm married.
Я нервничаю.,I'm nervous.
Я безразличен.,I'm neutral.
Я безразлична.,I'm neutral.
Я не дура.,I'm no fool.
Я не герой.,I'm no hero.
Я вовсе не герой.,I'm no hero.
Я не героиня.,I'm no hero.
Я не лжец.,I'm no liar.
Я не лгунья.,I'm no liar.
Я не Том.,I'm not Tom.
Я не толстая!,I'm not fat.
Я не толстый.,I'm not fat.
Я не толстая.,I'm not fat.
Я не безумен.,I'm not mad.
Я не старый.,I'm not old.
Я не старая.,I'm not old.
Я не грустный.,I'm not sad.
Мне не грустно.,I'm not sad.
Я не грустная.,I'm not sad.
Я не стеснительный.,I'm not shy.
Я не стеснительная.,I'm not shy.
Я не застенчивый.,I'm not shy.
Я не застенчивая.,I'm not shy.
Я не робкий.,I'm not shy.
Я не робкая.,I'm not shy.
Я - не ты.,I'm not you.
Я на дежурстве.,I'm on duty.
Я вовремя.,I'm on time.
Я выше этого.,I'm over it.
Я пакую вещи.,I'm packing.
Я терпелив.,I'm patient.
Я терпелива.,I'm patient.
Я терпеливый.,I'm patient.
Я терпеливая.,I'm patient.
Я доволен.,I'm pleased.
Я довольна.,I'm pleased.
Я популярен.,I'm popular.
Я популярна.,I'm popular.
Я молюсь.,I'm praying.
Я благоразумный.,I'm prudent.
Я предусмотрительный.,I'm prudent.
Я благоразумен.,I'm prudent.
Я благоразумна.,I'm prudent.
Я балдею.,I'm psyched.
Я в замешательстве.,I'm puzzled.
Я озадачен.,I'm puzzled.
Я озадачена.,I'm puzzled.
Я читаю.,I'm reading.
Я спокойна.,I'm relaxed.
Я расслаблен.,I'm relaxed.
Я расслаблена.,I'm relaxed.
Я отдохну.,I'm resting.
Я отдыхаю.,I'm resting.
Я вышел на пенсию.,I'm retired.
Я пенсионер.,I'm retired.
Я пенсионерка.,I'm retired.
Я на пенсии.,I'm retired.
Я в отставке.,I'm retired.
Я вышла на пенсию.,I'm retired.
Теперь мне грустно.,I'm sad now.
Я эгоист.,I'm selfish.
Я эгоистка.,I'm selfish.
Я эгоистичен.,I'm selfish.
Я эгоистична.,I'm selfish.
Я бреюсь.,I'm shaving.
Я потрясён.,I'm shocked.
Я в шоке.,I'm shocked.
Я шокирован.,I'm shocked.
Я шокирована.,I'm shocked.
Я потрясена.,I'm shocked.
Я искренне.,I'm sincere.
Я в стельку.,I'm sloshed.
Я в дымину.,I'm smashed.
Мне так холодно.,I'm so cold.
Я так рад.,I'm so glad.
Я так рада.,I'm so glad.
Я особенный.,I'm special.
Умираю с голоду.,I'm starved.
Я остаюсь.,I'm staying.
Я невероятно устал.,I'm stuffed.
Я невероятно устала.,I'm stuffed.
У меня большие проблемы.,I'm stuffed.
Я объелся.,I'm stuffed.
Я объелась.,I'm stuffed.
Я в тупике.,I'm stumped.
Я ошеломлён.,I'm stunned.
Я потрясён.,I'm stunned.
Я ошеломлена.,I'm stunned.
Я ошеломлен.,I'm stunned.
Я разговариваю.,I'm talking.
Я говорю.,I'm talking.
Я дразнюсь.,I'm teasing.
Я главный администратор.,I'm the CEO.
Я — это закон.,I'm the law.
Мне хочется пить.,I'm thirsty.
Я хочу пить.,I'm thirsty.
У меня жажда.,I'm thirsty.
Пить хочется.,I'm thirsty.
Я пить хочу.,I'm thirsty.
Я всё.,I'm through.
Я слишком толстый.,I'm too fat.
Я тронут.,I'm touched.
Я тронута.,I'm touched.
Я в ловушке.,I'm trapped.
Я безоружен.,I'm unarmed.
Я не вооружена.,I'm unarmed.
Я безоружна.,I'm unarmed.
Я не вооружен.,I'm unarmed.
Я несчастна.,I'm unhappy.
Я несчастен.,I'm unhappy.
Я несчастлива.,I'm unhappy.
Я несчастлив.,I'm unhappy.
Мне не везёт.,I'm unlucky.
Я неудачлив.,I'm unlucky.
Я невезучий.,I'm unlucky.
Я невезучая.,I'm unlucky.
Я со странностями.,I'm unusual.
Я тут наверху.,I'm up here.
Я следующий.,I'm up next.
Я следующая.,I'm up next.
Я бесполезен.,I'm useless.
Я бесполезна.,I'm useless.
Я бесполезный.,I'm useless.
Я бесполезная.,I'm useless.
Я никчёмен.,I'm useless.
Я никчёмный.,I'm useless.
Я жду.,I'm waiting.
Жду.,I'm waiting.
Я богат.,I'm wealthy.
Я богата.,I'm wealthy.
Я выигрываю.,I'm winning.
Я побеждаю.,I'm winning.
Я работаю.,I'm working.
Я беспокоюсь.,I'm worried.
Я волнуюсь.,I'm worried.
Я обеспокоена.,I'm worried.
Я обеспокоен.,I'm worried.
Я ранена.,I'm wounded.
Я ранен.,I'm wounded.
Я провалился.,I've failed.
Я провалилась.,I've failed.
Не обращайте на это внимания.,Ignore that.
Не обращай на это внимания.,Ignore that.
Не обращай на них внимания.,Ignore them.
Не обращайте на них внимания.,Ignore them.
Том вернулся?,Is Tom back?
Том лысый?,Is Tom bald?
Том занят?,Is Tom busy?
Том умер?,Is Tom dead?
Том мёртв?,Is Tom dead?
Том хороший?,Is Tom good?
Том здесь?,Is Tom here?
Том дома?,Is Tom home?
Том ранен?,Is Tom hurt?
Том поранился?,Is Tom hurt?
Том ленивый?,Is Tom lazy?
Том потерялся?,Is Tom lost?
Том заблудился?,Is Tom lost?
Том следующий?,Is Tom next?
Том богат?,Is Tom rich?
Том в безопасности?,Is Tom safe?
Том в своем уме?,Is Tom sane?
Том болен?,Is Tom sick?
Том уверен?,Is Tom sure?
Том высокий?,Is Tom tall?
С Томом всё в порядке?,Is Tom well?
Он прав?,Is he right?
Он чёрный?,Is it black?
Она чёрная?,Is it black?
Оно чёрное?,Is it black?
Это дёшево?,Is it cheap?
Он дешёвый?,Is it cheap?
Она дешёвая?,Is it cheap?
Оно дешёвое?,Is it cheap?
Это чистое?,Is it clean?
Он чистый?,Is it clean?
Она чистая?,Is it clean?
Оно чистое?,Is it clean?
Это ясно?,Is it clear?
Ясно?,Is it clear?
Это грязное?,Is it dirty?
Он грязный?,Is it dirty?
Она грязная?,Is it dirty?
Оно грязное?,Is it dirty?
Это смертельно?,Is it fatal?
Туманно?,Is it foggy?
На улице туман?,Is it foggy?
Это законно?,Is it legal?
Он готов?,Is it ready?
Она готова?,Is it ready?
Оно готово?,Is it ready?
Вкусно?,Is it tasty?
Он там?,Is it there?
Это там?,Is it there?
Она там?,Is it there?
Оно там?,Is it there?
Вам с собой?,Is it to go?
Он веганский?,Is it vegan?
Оно веганское?,Is it vegan?
Она веганская?,Is it vegan?
Это белое?,Is it white?
Оно белое?,Is it white?
Он белый?,Is it white?
Она белая?,Is it white?
Ветрено?,Is it windy?
Ветер есть?,Is it windy?
Это твоё?,Is it yours?
Это ваше?,Is it yours?
Она ушла?,Is she gone?
Это Том?,Is that Tom?
Это новое?,Is that new?
Это ты?,Is that you?
Это Вы?,Is that you?
Это Том?,Is this Tom?
Это искусство?,Is this art?
Это новый?,Is this new?
Это может подождать.,It can wait.
Не может быть!,It can't be!
Это невозможно!,It can't be!
Быть не может!,It can't be!
Это стоило тридцать долларов.,It cost $30.
Он стоил тридцать долларов.,It cost $30.
Она стоила тридцать долларов.,It cost $30.
Оно стоило тридцать долларов.,It cost $30.
Это случилось.,It happened.
Туман.,It is foggy.
Это там.,It is there.
Может болеть.,It may hurt.
"Может быть, будет больно.",It may hurt.
"Возможно, пойдет дождь.",It may rain.
"Вероятно, будет дождь.",It may rain.
"Возможно, будет дождь.",It may rain.
Может пойти дождь.,It may rain.
Это меня спасло.,It saved me.
Меня это устраивает.,It suits me.
Мне это подходит.,It suits me.
Было холодно.,It was cold.
Это было классно.,It was cool.
Это было круто.,It was cool.
Было темно.,It was dark.
Оно было тёмное.,It was dark.
Оно было тёмного цвета.,It was dark.
Это было просто.,It was easy.
Это было легко.,It was easy.
Это было честно.,It was fair.
Это было порядочно.,It was fair.
Она была плоская.,It was flat.
Он был плоский.,It was flat.
Это было хорошо.,It was good.
Это было трудно.,It was hard.
Было трудно.,It was hard.
Это было здесь.,It was here.
Было поздно.,It was late.
Он был мой.,It was mine.
Она была моя.,It was mine.
Оно было моё.,It was mine.
Он был наш.,It was ours.
Она была наша.,It was ours.
Оно было наше.,It was ours.
Это была правда.,It was true.
Это было правдой.,It was true.
